,Side,Win,First_Blood,First Tower,First_Inhibitor,First_Baron,First_Dragon,First_Rift_Herald,Tower_Destroyed,Inhibitor_Destroyed,Baron_Killed,Dragon_Killed,Vilemaw_Killed,Rift_Herald_Killed,Game_Duration,Total_Kills,Total_Deaths,Total_Assists,Total_Magic_Damage_Dealt,Total_Physical_Damage_Dealt,Total_True_Damage_Dealt,Total_Magic_Damage_To_Champions,Total_Physical_Damage_To_Champions,Total_True_Damage_To_Champions,Total_Heal,Total_Damage_Self_Mitigated,Total_Damage_Dealt_To_Objectives,Total_Damage_Dealt_To_Turrets,Total_Vision_Score,Total_Time_CCing_Others,Total_Magical_Damage_Taken,Total_Physical_Damage_Taken,Total_True_Damage_Taken,Total_Gold_Earned,Total_Minions_Killed,Total_Neutral_Minions_Killed,Total_Neutral_Minions_Killed_Team_Jungle,Total_Neutral_Minions_Killed_Enemy_Jungle,Total_Time_Crowd_Control_Dealt,Total_Champion_Level
6081,Red,0,0,0,0,1,0,0,3,0,1,0,0,0,1834,34,49,38,111090,315716,85076,18337,47815,15328,18016,81063,28598,7808,114,103,85848,45599,4227,57297,529,124,99,1,839,75
6082,Blue,1,1,0,1,1,1,0,11,3,1,3,0,0,1891,48,30,48,180354,420612,38214,45941,61514,8219,28036,96455,67142,26469,105,128,30177,79027,3717,63821,463,161,68,44,808,79
6083,Red,0,0,1,0,0,0,0,2,0,0,0,0,0,1891,29,48,38,137283,381795,36352,27611,51588,3717,18389,106454,10615,6286,70,127,46901,86892,8217,56037,546,117,92,3,1127,74
6084,Blue,0,1,0,0,0,1,0,1,0,0,1,0,0,1653,13,25,16,137040,234432,31772,21999,26939,2071,21011,58863,15700,5616,64,100,29870,72288,4019,39717,409,140,112,8,339,61
6085,Red,1,0,1,1,0,0,0,4,1,0,1,0,0,1653,24,13,47,170292,219495,28497,25668,36805,4021,23115,76649,24027,14929,76,107,24463,58586,2069,44170,409,118,89,0,1200,65
6086,Blue,0,0,0,0,0,1,1,1,0,0,1,0,1,1927,16,26,12,302361,174729,22772,34196,21059,1935,27117,47599,24378,5940,60,68,37547,54975,3658,42489,451,130,99,4,1293,68
6087,Red,1,1,1,1,0,0,0,10,2,0,2,0,0,1927,26,16,24,265512,290060,54288,35352,30873,3660,24029,72694,51526,22718,88,80,36371,59228,1933,54437,538,183,117,21,1413,76
6088,Blue,1,0,1,1,1,1,0,8,1,1,2,0,0,1662,28,23,31,177486,225066,27497,31160,27272,2084,17814,57195,50562,20735,43,66,29083,52935,676,45976,386,104,55,3,643,68
6089,Red,0,1,0,0,0,0,0,4,0,0,1,0,0,1662,23,28,14,130538,234187,19080,27898,31238,676,12578,54723,24116,16370,33,43,31581,46727,2084,39205,382,51,31,5,674,58
6090,Blue,1,1,0,0,1,0,0,9,1,1,3,0,0,2996,33,32,53,497878,445591,98493,67892,44229,13986,38698,191981,77721,19997,173,129,34336,128327,5932,82428,850,124,74,12,1603,89
6091,Red,0,0,1,1,0,1,0,6,1,0,1,0,0,2996,31,33,70,166918,653920,73435,33172,86884,5934,33761,179478,38617,17811,158,185,68956,78541,13984,77039,718,183,124,12,1988,87
6092,Blue,0,1,1,1,1,0,0,7,1,3,3,0,0,2821,40,36,56,145739,614079,127089,29010,70267,22425,79767,165760,109404,17854,201,152,48302,134771,6307,82071,648,243,160,5,1122,87
6093,Red,1,0,0,0,0,1,0,8,1,0,2,0,0,2821,36,40,39,270395,782944,51982,43819,95925,6306,39964,118096,50017,18953,182,141,33663,107184,22424,80671,790,275,216,8,1503,86
6094,Blue,0,1,0,0,0,1,0,3,0,0,2,0,0,1919,27,32,28,92624,425241,18187,35094,32541,2856,32292,71051,28162,9172,92,69,36643,85193,4459,52609,481,169,136,3,558,70
6095,Red,1,0,1,1,1,0,0,6,1,1,1,0,0,1919,32,27,55,159045,402173,42576,34170,54448,4459,24362,58196,47981,16964,126,134,38052,51654,3696,59869,500,184,129,5,1036,78
6096,Blue,0,0,0,0,0,1,0,0,0,0,1,0,0,1555,22,54,19,83267,215351,19467,16862,40108,4127,10890,66769,7780,1319,51,83,7166,97072,8589,39749,324,82,68,0,1051,64
6097,Red,1,1,1,1,1,0,1,10,2,1,2,0,1,1555,54,22,44,31647,454352,46933,6995,82716,8589,28832,58859,66703,14988,65,59,19942,79983,6127,60540,510,145,94,10,771,76
6098,Blue,0,1,0,0,0,1,0,2,0,0,1,0,0,1971,28,40,28,277084,319479,30432,51455,32332,2754,25796,84020,17082,7031,103,100,43325,85954,2296,55846,628,135,113,0,763,74
6099,Red,1,0,1,1,1,0,0,11,3,1,3,0,0,1971,40,28,59,153403,534458,23975,40279,61947,2297,35109,58368,68682,25486,120,101,53995,56921,3519,67066,591,179,119,4,801,80
6100,Blue,1,0,1,1,1,0,0,10,1,1,2,0,0,2306,49,43,58,207180,438937,61627,43246,80903,12517,38198,165295,47345,24935,93,92,63219,113914,7977,74096,636,157,107,15,2139,85
6101,Red,0,1,0,0,0,1,0,2,0,0,1,0,0,2306,43,49,50,253693,442695,29436,59729,78699,7978,33427,111303,31950,6554,142,185,46391,106373,12516,67900,604,175,94,41,1685,85
6102,Blue,1,1,1,0,1,1,1,9,2,1,3,0,1,1860,48,30,59,145964,404055,71628,21178,76811,13662,31199,103437,79454,24121,112,51,22213,85056,14085,63760,502,159,100,7,561,81
6103,Red,0,0,0,1,0,0,0,6,1,0,0,0,0,1860,30,48,48,97962,404175,49699,19751,58295,10964,34368,103477,27597,16989,74,167,22356,107182,13662,55271,520,125,93,12,1549,74
6104,Blue,1,1,1,0,0,1,1,3,0,0,3,0,1,1491,26,18,25,107796,214760,22213,25359,25323,3388,34194,40698,43782,11138,63,79,32976,47384,2743,41358,356,112,68,8,611,66
6105,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,1491,18,27,11,149085,210259,52881,32518,19134,2743,9500,39870,12276,5080,60,77,27052,43163,3388,36843,398,104,88,4,820,64
6106,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,1222,3,22,2,96301,125273,16270,12442,12506,453,7203,28042,7977,4093,69,116,18540,35224,1142,24191,290,84,59,12,727,50
6107,Red,1,1,1,0,0,1,0,2,0,0,2,0,0,1222,22,3,27,73330,176235,10471,17110,21334,1142,10737,23578,20401,7828,51,86,13296,26689,453,33757,302,99,63,8,613,53
6108,Blue,0,1,1,0,0,1,0,4,0,0,4,0,0,2575,46,30,75,472233,246782,143335,88913,33421,17300,32915,133068,48166,10076,122,242,61963,71792,5686,76491,711,178,122,8,2949,88
6109,Red,1,0,0,1,1,0,0,10,3,1,1,0,0,2575,30,46,34,290211,543329,18870,60723,49599,5689,42745,161705,64688,30400,131,154,93647,84130,18262,73826,680,212,134,27,1113,86
6110,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,927,3,11,3,55025,43244,160246,12652,6963,246,7117,9970,0,0,32,70,14064,10688,1663,19223,226,64,56,0,835,43
6111,Red,1,1,1,0,0,1,0,1,0,0,1,0,0,927,11,3,8,83773,137404,21482,14066,8213,1664,17928,15252,15440,6531,38,45,13355,23223,246,26688,338,87,58,12,710,49
6112,Blue,1,0,1,1,0,1,0,11,3,0,2,0,0,1493,24,17,23,58888,394884,28827,15101,36233,3267,9082,51355,44032,30558,59,54,28098,43346,3253,47713,493,151,104,13,767,66
6113,Red,0,1,0,0,0,0,0,0,0,0,1,0,0,1493,16,24,16,138782,222073,17518,25729,17685,3255,12287,33987,13045,1329,58,81,16727,51465,3265,37870,396,108,82,4,739,64
6114,Blue,0,0,0,0,0,1,0,1,0,0,1,0,0,1434,9,34,7,75119,220029,25250,12356,26737,1694,12575,49195,16274,3524,39,55,23201,53153,3662,32100,345,89,70,1,531,56
6115,Red,1,1,1,0,0,0,1,6,0,0,2,0,1,1434,34,9,34,101933,280071,31434,22345,33431,3339,22505,33398,44896,15792,57,50,13791,44685,1694,44948,394,125,75,16,478,63
6116,Blue,0,0,0,0,0,1,0,4,0,0,3,0,0,2095,17,33,11,62095,667732,26102,12436,61801,1608,25183,102862,33703,10954,127,63,33357,82016,5282,56466,766,173,125,4,781,74
6117,Red,1,1,1,1,1,0,1,9,2,1,2,0,1,2095,33,17,39,190360,518347,112091,31768,56972,4399,39101,132358,82258,17244,150,171,18300,93049,1608,64413,617,230,147,32,1543,81
6118,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,18,22,20,116513,153220,26172,23215,21164,1683,8618,38825,5590,1266,36,67,11613,56047,1234,35760,406,64,55,0,466,59
6119,Red,1,1,1,1,0,1,1,11,2,0,3,0,2,1385,22,19,17,86594,272155,27668,11055,39122,1234,26015,47169,64423,23399,61,100,24420,45077,3058,43948,494,100,44,17,700,63
6120,Blue,0,1,1,0,0,1,0,4,0,0,4,0,0,2299,30,41,26,250326,477809,39307,46370,44817,5992,39997,86379,35308,10937,171,141,56523,94367,3379,64165,714,184,136,2,1243,80
6121,Red,1,0,0,1,0,0,1,8,1,0,1,0,1,2299,41,30,60,341892,516048,60342,55422,56237,3379,31202,114440,62036,22366,182,119,49372,74200,5991,72583,762,235,188,4,1706,85
6122,Blue,0,0,0,0,0,0,0,2,0,0,0,0,0,1277,16,26,14,89671,221156,12355,18219,26536,377,14117,41509,13590,8011,83,100,39318,30544,1789,35732,422,88,73,0,1355,57
6123,Red,1,1,1,0,0,1,0,2,0,0,2,0,0,1277,26,16,30,198960,131244,21458,38509,15031,1791,24128,36401,30845,12485,75,147,19482,43822,377,38886,390,113,91,1,756,60
6124,Blue,0,0,0,0,0,1,0,1,0,0,1,0,0,1576,20,30,25,119440,244363,20415,16296,31938,4262,20290,64203,12663,4516,91,111,24427,69871,2179,41232,466,120,88,4,1061,62
6125,Red,1,1,1,0,0,0,0,8,0,0,3,0,0,1576,30,20,40,202942,336970,15359,23417,51842,2179,30217,60878,42878,20729,140,206,18607,62573,4260,53188,518,166,105,22,1369,68
6126,Blue,0,0,1,0,1,0,1,5,0,1,1,0,1,2510,46,55,51,264260,552602,53404,91225,76180,15632,39558,115614,44281,10354,199,189,136340,59930,14639,77585,734,133,101,4,1831,87
6127,Red,1,1,0,1,0,1,0,9,3,0,5,0,0,2510,55,46,62,616756,195668,74606,133959,31859,14639,63000,116969,77998,24827,211,213,94259,111977,15631,79418,638,289,156,55,1848,90
6128,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,917,5,8,1,57381,77647,23902,6330,7047,1277,9017,17700,3375,0,33,25,14055,17892,2097,19541,257,56,40,0,383,40
6129,Red,1,1,1,0,0,1,1,2,0,0,2,0,1,917,8,5,5,116344,59722,47327,14056,4640,2098,16578,14767,31007,8151,38,47,7432,21273,1278,25027,315,68,45,0,342,46
6130,Blue,1,1,1,0,0,1,1,7,0,0,2,0,1,1215,29,13,41,85423,228047,19146,13529,31604,1094,24540,42381,43601,19533,51,85,15265,45426,2407,42466,381,111,61,19,736,58
6131,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,12,29,6,60842,209772,32734,13547,18885,2409,14365,36529,10585,309,46,42,16060,50787,1094,28946,286,116,91,5,458,52
6132,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,1361,11,18,16,137879,174935,13131,24947,16787,1018,15864,36170,8196,3253,101,70,11504,45748,1033,33169,396,82,72,0,950,56
6133,Red,1,0,1,0,0,1,1,4,0,0,3,0,1,1361,18,11,27,59816,306849,24271,10915,31659,1033,22429,42142,36723,10177,72,69,25937,37226,1018,39259,466,119,63,17,622,58
6134,Blue,1,1,1,0,0,1,0,3,0,0,1,0,0,957,19,8,22,98972,122960,9536,17744,20024,2642,8730,20912,15364,11029,48,65,13860,27675,608,29954,288,68,52,4,766,49
6135,Red,0,0,0,0,0,0,0,2,0,0,0,0,0,957,8,19,3,68000,132382,4401,13478,14359,608,13224,27670,10692,10089,32,40,19099,37568,2641,24340,279,58,47,0,423,44
6136,Blue,0,0,0,0,0,0,0,2,0,0,1,0,0,1489,12,32,6,115876,228031,16436,17000,20349,3241,11950,45919,15440,8228,75,94,41962,33665,6446,36578,447,96,70,0,1128,58
6137,Red,1,1,1,0,0,1,0,5,0,0,2,0,0,1489,32,12,29,280169,128088,58228,41964,15082,6449,30561,38198,39119,16097,121,80,19325,48242,3240,46784,479,125,80,17,1615,66
6138,Blue,0,0,0,1,0,1,0,5,1,0,2,0,0,2410,24,40,44,300592,447365,30264,46247,48670,9832,29256,92081,43651,14007,144,65,70269,64801,8661,63899,698,196,152,0,1310,82
6139,Red,1,1,1,0,1,0,1,10,2,2,4,0,1,2410,40,25,58,467854,460260,77122,68154,38482,8663,43225,114202,95972,18599,124,93,49739,79197,9830,76935,792,273,158,41,990,88
6140,Blue,1,0,1,1,0,1,1,7,1,0,3,0,1,1384,30,15,34,97942,329354,19261,16993,33602,1747,25807,64810,50953,18927,62,93,17750,57622,1632,47436,429,163,98,25,866,64
6141,Red,0,1,0,0,0,0,0,1,0,0,0,0,0,1384,15,30,18,121523,255511,32651,15322,26387,1556,11725,44296,11411,3809,73,73,18341,49950,1746,37151,428,112,87,0,820,59
6142,Blue,1,0,1,1,0,1,1,10,2,0,2,0,2,1327,27,15,25,92477,350720,35692,20546,49400,1574,24643,46510,53589,19645,86,40,11610,56667,3611,46035,475,111,59,24,638,60
6143,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1327,14,27,22,66407,188646,25434,10252,23082,2612,11245,55068,1268,0,52,59,21818,63243,1573,33014,365,84,73,0,320,55
6144,Blue,1,1,1,1,1,0,0,10,2,2,3,0,0,2102,39,29,41,450768,311536,37876,91525,25464,3429,31961,79820,76190,20434,156,124,61813,51457,4271,68526,711,153,85,25,1208,82
6145,Red,0,0,0,0,0,1,1,3,0,0,1,0,1,2102,29,39,40,375047,286353,39670,58915,31715,4271,38401,63277,27716,8497,190,86,95020,52890,3428,60181,617,193,136,18,944,80
6146,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,9,17,9,74638,110663,8819,10107,14695,957,7450,28747,2125,460,49,38,11961,28058,3275,25645,267,74,61,0,631,46
6147,Red,1,1,1,1,0,1,1,10,2,0,2,0,2,1178,16,9,18,79720,209612,23160,10573,16015,2578,11734,21159,54369,21192,57,22,11621,33083,1956,37125,332,110,69,14,300,54
6148,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,1656,18,38,14,193966,181145,14989,33862,22535,3359,17686,53295,11802,2662,92,133,33907,58205,6100,41821,542,95,84,0,1943,62
6149,Red,1,0,1,1,1,1,1,9,2,1,2,0,1,1656,38,18,61,223562,276081,38101,32506,33135,6103,27147,72067,56610,12459,123,107,37181,48375,5358,56655,524,188,115,21,992,72
6150,Blue,1,1,1,1,1,1,0,11,3,1,4,0,0,1967,25,16,34,187281,532423,63016,23671,31435,6859,32949,127689,87845,27672,123,86,21068,83112,4179,62083,731,197,103,39,1117,78
6151,Red,0,0,0,0,0,0,1,2,0,0,0,0,1,1967,16,25,25,177034,495750,62482,17949,50402,4178,29646,69333,18555,5539,94,64,26360,64660,7297,54362,758,139,107,8,770,76
6152,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,956,9,18,11,38161,93061,11915,8971,10642,535,2710,18683,4105,2285,39,51,13076,27804,2088,22625,281,28,24,0,679,43
6153,Red,1,0,1,0,0,1,1,2,0,0,2,0,1,956,18,9,18,50322,174739,7951,13077,18747,2088,12048,18036,25252,6745,51,52,10191,26923,534,31049,356,80,44,13,347,49
6154,Blue,0,0,0,0,0,0,1,5,0,0,1,0,2,2232,24,39,34,167519,587178,55464,25214,58274,3347,53446,123945,41501,9961,139,115,49443,110598,11821,63639,746,158,109,9,1071,77
6155,Red,1,1,1,1,1,1,0,9,2,1,4,0,0,2232,39,24,43,174536,610106,57508,47105,76955,11822,24871,144677,79359,22892,180,196,26843,84105,3735,69055,709,177,99,21,1157,82
6156,Blue,0,1,1,1,0,1,1,8,1,0,3,0,1,2530,40,51,53,343869,611593,36476,73220,74013,5986,46671,226773,60091,21737,228,217,55422,127546,5470,75308,777,245,171,28,889,85
6157,Red,1,0,0,0,1,0,0,7,2,1,2,0,0,2530,51,40,96,222808,645547,45424,51521,89857,5470,45414,234895,68761,19562,163,191,76515,105142,9985,81478,801,174,114,11,1941,89
6158,Blue,1,0,0,1,0,0,0,10,2,0,1,0,0,1737,26,30,30,208719,416459,31779,28525,41232,5635,17590,95869,44182,27878,113,78,7194,101183,6765,55722,615,149,105,7,712,74
6159,Red,0,1,1,0,1,1,0,3,0,1,3,0,0,1737,30,27,43,43745,488461,21377,5772,78086,6767,22322,76028,48027,10601,132,84,30256,67598,5633,54172,588,145,105,0,534,73
6160,Blue,0,0,0,1,1,1,1,7,3,3,3,0,1,3130,45,58,48,527048,777451,84765,86462,80928,15272,71853,128891,114134,20757,159,146,183160,68679,12358,94037,1004,196,115,8,2037,90
6161,Red,1,1,1,0,0,0,0,11,5,0,4,0,0,3130,58,45,54,1045188,234532,95234,178794,25395,12360,49375,223960,65498,28651,167,168,88258,123659,15272,94652,984,195,93,61,2443,90
6162,Blue,0,1,0,0,0,0,0,0,0,0,0,0,1,1383,15,30,15,69199,238086,19474,10281,28342,2196,13167,52932,10144,4427,79,71,12278,66259,4668,34998,370,100,69,4,710,56
6163,Red,1,0,1,1,0,1,1,11,3,0,3,0,1,1383,30,15,45,85465,378441,35245,10670,48627,4670,28520,35011,75629,28912,76,93,11462,51573,2196,49583,466,143,82,25,606,65
6164,Blue,1,0,1,1,1,0,0,10,3,1,3,0,0,1837,50,37,92,163483,409658,31453,31582,85561,10110,33188,110936,68698,22353,124,217,28898,103456,2892,64535,437,151,91,24,1687,76
6165,Red,0,1,0,0,0,1,1,4,0,0,1,0,1,1837,35,50,57,139949,300582,30184,27229,69780,2892,43572,115785,27480,8295,124,154,33122,113701,10620,56291,462,108,71,8,830,70
6166,Blue,1,0,1,1,1,1,1,10,2,1,4,0,1,1656,34,20,45,249982,281478,45729,45911,25386,2305,32802,117893,80435,22118,107,115,32051,71999,12524,54382,530,172,91,24,1293,71
6167,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1656,18,34,27,186377,205847,74355,30704,29747,12525,13658,57536,10318,1865,125,156,47942,43158,2305,43751,556,112,104,0,670,64
6168,Blue,0,0,1,0,0,0,0,1,0,0,0,0,0,912,5,17,4,45678,94360,22854,7772,15118,3584,3444,20307,5323,5323,29,34,3179,28150,4181,21274,265,18,18,0,352,38
6169,Red,1,1,0,0,0,1,1,1,0,0,2,0,1,912,17,5,16,18304,205583,19858,2342,22988,4181,11959,29491,28034,7250,35,52,9135,31343,3584,27749,311,102,71,4,551,48
6170,Blue,1,0,1,1,0,1,1,11,2,0,4,0,1,1843,29,26,34,268116,369485,37480,63102,31454,5354,37382,62571,66428,24650,141,101,11084,91526,4840,55903,551,194,110,24,799,72
6171,Red,0,1,0,0,0,0,0,6,1,0,0,0,0,1843,26,29,22,91200,386951,51716,8884,54551,4841,22267,76868,26527,17817,109,84,64557,55037,5354,52518,602,115,98,0,528,69
6172,Blue,1,0,0,0,1,1,0,3,0,1,4,0,0,2111,29,29,56,138726,564052,72238,20316,59859,5944,24798,104716,64118,6950,156,76,33375,80335,3981,62236,704,175,133,0,595,81
6173,Red,0,1,1,1,0,0,1,6,1,0,1,0,1,2111,29,29,44,197061,474888,35891,29188,48764,3982,19544,88683,33691,13999,161,154,22150,83492,5943,60451,628,222,140,32,1441,78
6174,Blue,0,0,1,0,0,1,0,3,0,0,1,0,0,1339,19,38,25,71825,234690,41027,14079,45035,6726,18451,55749,17263,10191,81,93,26840,59752,3851,38612,381,76,65,0,712,55
6175,Red,1,1,0,0,0,0,1,5,0,0,2,0,1,1339,38,19,43,160420,227738,34407,26311,39029,3852,23989,58095,45271,16282,90,93,15689,62706,6724,48223,435,133,70,22,1320,64
6176,Blue,0,1,0,0,0,1,0,0,0,0,2,0,0,1678,20,33,28,90414,310461,43908,8191,47656,8400,23047,57950,16956,1646,113,74,34014,59007,4006,43808,513,93,75,0,739,66
6177,Red,1,0,1,1,0,0,1,9,3,0,2,0,1,1678,33,20,39,147419,451245,52967,33337,42603,4006,32740,83412,54037,19871,135,94,10166,75271,10979,54083,634,162,82,39,637,72
6178,Blue,1,0,1,1,0,0,0,9,1,0,2,0,0,1867,40,29,63,132320,482152,48225,32325,78681,5479,37484,70285,54572,25474,161,121,32842,67148,17151,60041,543,160,106,20,871,74
6179,Red,0,1,0,0,0,1,0,2,0,0,1,0,0,1867,29,40,29,134989,238823,70952,30553,34910,16151,22700,112368,7211,5261,126,171,35727,92932,5479,50305,490,132,121,0,1449,70
6180,Blue,0,0,0,0,0,0,0,3,0,0,1,0,0,1630,21,35,21,184635,268220,31208,37700,37980,6729,14418,78684,21648,8535,92,121,20884,80927,4727,45128,467,124,96,0,750,65
6181,Red,1,1,1,1,0,1,1,7,1,0,3,0,1,1630,35,22,47,109553,397391,33065,19638,62191,4730,45657,66969,53319,19342,99,67,41072,64755,6728,51808,498,155,97,20,478,71
6182,Blue,0,0,0,0,0,0,0,1,0,0,1,0,0,1588,17,32,15,175316,188091,44000,27200,26270,4229,16844,85390,9155,4358,94,56,24504,81579,5644,39369,434,114,93,0,503,63
6183,Red,1,1,1,1,1,1,1,9,1,1,2,0,1,1588,32,17,43,122945,380455,32217,23378,64665,5645,25118,60785,61490,18912,126,99,30625,54392,5228,51627,484,146,87,17,1061,69
6184,Blue,1,0,1,1,1,1,1,11,3,1,2,0,1,1830,33,30,74,112054,411620,98987,28839,63191,9925,33068,79559,79584,23720,128,140,38272,60556,8358,59673,497,163,79,31,826,72
6185,Red,0,1,0,0,0,0,0,1,0,0,2,0,0,1830,29,33,38,145955,232089,20519,35744,32160,3358,24259,132294,25729,6552,92,131,31481,83229,9926,47843,462,106,83,4,1092,66
6186,Blue,1,0,0,1,1,1,1,8,2,1,1,0,1,1871,33,32,63,233255,376841,43792,46529,54553,4902,34880,94962,61274,15388,132,133,43195,79533,8732,61540,574,199,125,30,1112,76
6187,Red,0,1,1,0,0,0,0,4,0,0,3,0,0,1871,32,33,41,134887,380583,22478,39436,50244,5734,28466,142873,44213,12488,126,266,48055,82820,4902,55347,543,117,79,8,1280,70
6188,Blue,1,1,0,1,1,0,1,8,1,1,2,0,1,1635,40,19,67,212766,308399,30121,35286,49956,5933,30069,65669,70347,15441,104,113,25302,59142,10805,54400,463,174,111,17,737,70
6189,Red,0,0,1,0,0,1,0,3,0,0,2,0,0,1635,19,40,18,200602,232117,41475,22051,31401,9807,29944,93920,22242,8552,73,123,39300,75841,6216,44339,466,147,102,12,774,62
6190,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,10,34,11,111085,125362,14437,15416,13220,1596,9823,36555,2241,471,38,73,25626,50115,6197,29253,319,109,58,30,888,51
6191,Red,1,1,1,1,0,1,0,11,3,0,2,0,0,1245,34,10,43,183825,164765,36260,24152,36763,6198,15169,26240,37746,23881,68,59,15416,34222,1594,47106,472,38,10,13,831,59
6192,Blue,0,1,0,0,0,1,0,4,0,0,3,0,0,1919,25,36,25,271334,262699,40127,42540,27388,4990,24756,57474,42505,11418,141,102,38220,67381,4012,53233,585,133,93,0,613,69
6193,Red,1,0,1,1,1,0,1,8,1,1,2,0,2,1919,36,25,55,210849,356284,27083,37162,43577,4012,32625,57326,72825,15733,151,77,46395,54687,4989,61023,540,172,86,40,726,77
6194,Blue,1,0,1,1,0,0,0,11,4,1,3,0,0,2455,74,57,116,433443,523190,22001,94240,97966,7100,69016,207259,85723,29613,150,179,106979,104816,6288,90145,717,160,106,8,1103,89
6195,Red,0,1,0,0,1,1,1,10,2,2,3,0,1,2455,57,74,75,423324,437001,78311,105359,66659,6288,62796,220509,107261,17625,151,212,99193,137238,7099,84557,592,235,142,32,1708,88
6196,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,1385,13,30,16,169851,150914,22028,18865,24270,442,13400,52995,7836,3754,57,63,41248,48272,1026,35873,394,85,62,6,659,57
6197,Red,1,1,1,1,1,1,1,11,3,1,3,0,1,1385,30,13,28,246143,255795,22107,39230,32062,1026,21906,45672,69059,22579,97,62,21807,49801,442,49476,560,129,67,20,679,64
6198,Blue,1,1,0,1,1,0,0,7,1,1,4,0,0,1956,41,34,80,195972,291173,56880,45556,43419,5095,30327,89846,75653,18344,176,105,60143,57675,7428,61503,474,155,81,20,947,77
6199,Red,0,0,1,0,0,1,1,4,0,0,1,0,2,1956,34,41,33,249740,269425,30521,58102,24867,3428,38378,64791,59276,10079,123,97,48689,77388,5095,55779,478,163,111,12,715,71
6200,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,934,8,23,6,60954,78644,17664,11423,9512,1759,7595,22783,5452,853,40,37,9785,35234,2035,22102,227,48,36,0,548,42
6201,Red,1,1,1,1,0,1,1,5,1,0,1,0,1,934,23,8,28,50441,190849,9331,9571,24601,2035,12450,22396,29337,14043,51,101,12232,26823,1759,34191,347,72,45,4,458,51
6202,Blue,1,0,1,1,1,0,1,11,5,2,3,0,1,2072,35,42,34,222989,515173,37416,59441,48276,2612,34094,142069,98974,28326,157,129,45553,110844,3974,66883,580,217,117,36,921,81
6203,Red,0,1,0,0,0,1,0,3,0,0,2,0,0,2072,42,35,44,339698,445283,54264,41131,71540,3974,27312,103192,23738,7369,150,179,60917,79651,2611,64955,759,109,74,12,1993,81
6204,Blue,1,0,0,1,0,1,0,8,2,0,4,0,0,1893,40,25,61,32601,593316,18582,9500,92097,3831,61482,97003,50268,18428,155,154,52280,86166,1184,61008,558,210,134,30,1239,75
6205,Red,0,1,1,0,0,0,1,3,0,0,0,0,1,1893,25,40,36,205623,335572,30009,48666,49686,1184,25570,89550,28440,9413,113,227,11325,110956,3830,52097,541,115,82,0,1445,69
6206,Blue,1,1,1,1,1,1,1,10,2,1,4,0,2,1803,29,26,36,146825,378945,46722,35875,42549,3214,27439,64660,83630,25927,141,75,23501,73890,2297,57173,547,160,101,1,1082,72
6207,Red,0,0,0,0,0,0,0,3,0,0,0,0,0,1803,26,29,36,119669,400833,29774,20178,46366,2299,24274,65793,30703,10932,117,72,39109,68031,3214,49919,495,167,135,8,529,68
6208,Blue,0,1,1,0,0,1,0,7,1,1,4,0,0,2109,33,40,49,305115,424859,55676,53035,47080,11155,34935,129741,64751,15244,150,144,8827,147256,4654,67818,663,215,165,8,1565,83
6209,Red,1,0,0,1,1,0,0,10,3,1,1,0,0,2109,40,33,72,14485,736565,19226,3832,111276,4656,51515,120982,61811,25664,161,304,58064,87187,12779,71391,632,226,143,30,1355,84
6210,Blue,1,0,1,0,0,0,0,5,0,0,3,0,0,1473,25,8,25,68767,336547,17856,10857,47540,1466,29750,31317,37617,18727,93,54,22935,36546,2967,43762,440,155,87,39,529,63
6211,Red,0,1,0,0,0,1,0,2,0,0,1,0,0,1473,8,25,8,152206,159596,18670,20743,10289,2968,26765,35051,13700,6835,75,47,12145,63853,1466,34090,404,94,77,0,763,55
6212,Blue,1,1,1,0,0,1,1,5,0,0,2,0,1,1151,24,9,22,124577,217689,20166,17159,31386,1568,16488,23362,44540,16642,60,58,13154,34556,1448,39839,390,134,76,26,410,57
6213,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,9,24,12,69040,122623,10105,11737,12783,1449,9377,39310,5443,4385,45,34,18632,43749,1566,27462,331,67,58,0,303,50
6214,Blue,0,1,1,0,0,0,0,6,0,0,1,0,0,2765,36,53,63,501743,495187,47330,106905,64562,6654,87367,143578,39372,16384,174,175,61578,142457,16422,79264,891,173,139,0,1362,89
6215,Red,1,0,0,1,1,1,0,11,3,2,5,0,0,2765,53,36,62,368600,730457,85875,59779,104604,16422,91319,157341,104878,23954,196,138,108618,104785,8024,90824,883,236,128,29,1028,90
